DATE,CPI
1913/1/1,9.8
1913/2/1,9.8
1913/3/1,9.8
1913/4/1,9.8
1913/5/1,9.7
1913/6/1,9.8
1913/7/1,9.9
1913/8/1,9.9
1913/9/1,10
1913/10/1,10
1913/11/1,10.1
1913/12/1,10
1914/1/1,10
1914/2/1,9.9
1914/3/1,9.9
1914/4/1,9.8
1914/5/1,9.9
1914/6/1,9.9
1914/7/1,10
1914/8/1,10.2
1914/9/1,10.2
1914/10/1,10.1
1914/11/1,10.2
1914/12/1,10.1
1915/1/1,10.1
1915/2/1,10
1915/3/1,9.9
1915/4/1,10
1915/5/1,10.1
1915/6/1,10.1
1915/7/1,10.1
1915/8/1,10.1
1915/9/1,10.1
1915/10/1,10.2
1915/11/1,10.3
1915/12/1,10.3
1916/1/1,10.4
1916/2/1,10.4
1916/3/1,10.5
1916/4/1,10.6
1916/5/1,10.7
1916/6/1,10.8
1916/7/1,10.8
1916/8/1,10.9
1916/9/1,11.1
1916/10/1,11.3
1916/11/1,11.5
1916/12/1,11.6
1917/1/1,11.7
1917/2/1,12
1917/3/1,12
1917/4/1,12.6
1917/5/1,12.8
1917/6/1,13
1917/7/1,12.8
1917/8/1,13
1917/9/1,13.3
1917/10/1,13.5
1917/11/1,13.5
1917/12/1,13.7
1918/1/1,14
1918/2/1,14.1
1918/3/1,14
1918/4/1,14.2
1918/5/1,14.5
1918/6/1,14.7
1918/7/1,15.1
1918/8/1,15.4
1918/9/1,15.7
1918/10/1,16
1918/11/1,16.3
1918/12/1,16.5
1919/1/1,16.5
1919/2/1,16.2
1919/3/1,16.4
1919/4/1,16.7
1919/5/1,16.9
1919/6/1,16.9
1919/7/1,17.4
1919/8/1,17.7
1919/9/1,17.8
1919/10/1,18.1
1919/11/1,18.5
1919/12/1,18.9
1920/1/1,19.3
1920/2/1,19.5
1920/3/1,19.7
1920/4/1,20.3
1920/5/1,20.6
1920/6/1,20.9
1920/7/1,20.8
1920/8/1,20.3
1920/9/1,20
1920/10/1,19.9
1920/11/1,19.8
1920/12/1,19.4
1921/1/1,19
1921/2/1,18.4
1921/3/1,18.3
1921/4/1,18.1
1921/5/1,17.7
1921/6/1,17.6
1921/7/1,17.7
1921/8/1,17.7
1921/9/1,17.5
1921/10/1,17.5
1921/11/1,17.4
1921/12/1,17.3
1922/1/1,16.9
1922/2/1,16.9
1922/3/1,16.7
1922/4/1,16.7
1922/5/1,16.7
1922/6/1,16.7
1922/7/1,16.8
1922/8/1,16.6
1922/9/1,16.6
1922/10/1,16.7
1922/11/1,16.8
1922/12/1,16.9
1923/1/1,16.8
1923/2/1,16.8
1923/3/1,16.8
1923/4/1,16.9
1923/5/1,16.9
1923/6/1,17
1923/7/1,17.2
1923/8/1,17.1
1923/9/1,17.2
1923/10/1,17.3
1923/11/1,17.3
1923/12/1,17.3
1924/1/1,17.3
1924/2/1,17.2
1924/3/1,17.1
1924/4/1,17
1924/5/1,17
1924/6/1,17
1924/7/1,17.1
1924/8/1,17
1924/9/1,17.1
1924/10/1,17.2
1924/11/1,17.2
1924/12/1,17.3
1925/1/1,17.3
1925/2/1,17.2
1925/3/1,17.3
1925/4/1,17.2
1925/5/1,17.3
1925/6/1,17.5
1925/7/1,17.7
1925/8/1,17.7
1925/9/1,17.7
1925/10/1,17.7
1925/11/1,18
1925/12/1,17.9
1926/1/1,17.9
1926/2/1,17.9
1926/3/1,17.8
1926/4/1,17.9
1926/5/1,17.8
1926/6/1,17.7
1926/7/1,17.5
1926/8/1,17.4
1926/9/1,17.5
1926/10/1,17.6
1926/11/1,17.7
1926/12/1,17.7
1927/1/1,17.5
1927/2/1,17.4
1927/3/1,17.3
1927/4/1,17.3
1927/5/1,17.4
1927/6/1,17.6
1927/7/1,17.3
1927/8/1,17.2
1927/9/1,17.3
1927/10/1,17.4
1927/11/1,17.3
1927/12/1,17.3
1928/1/1,17.3
1928/2/1,17.1
1928/3/1,17.1
1928/4/1,17.1
1928/5/1,17.2
1928/6/1,17.1
1928/7/1,17.1
1928/8/1,17.1
1928/9/1,17.3
1928/10/1,17.2
1928/11/1,17.2
1928/12/1,17.1
1929/1/1,17.1
1929/2/1,17.1
1929/3/1,17
1929/4/1,16.9
1929/5/1,17
1929/6/1,17.1
1929/7/1,17.3
1929/8/1,17.3
1929/9/1,17.3
1929/10/1,17.3
1929/11/1,17.3
1929/12/1,17.2
1930/1/1,17.1
1930/2/1,17
1930/3/1,16.9
1930/4/1,17
1930/5/1,16.9
1930/6/1,16.8
1930/7/1,16.6
1930/8/1,16.5
1930/9/1,16.6
1930/10/1,16.5
1930/11/1,16.4
1930/12/1,16.1
1931/1/1,15.9
1931/2/1,15.7
1931/3/1,15.6
1931/4/1,15.5
1931/5/1,15.3
1931/6/1,15.1
1931/7/1,15.1
1931/8/1,15.1
1931/9/1,15
1931/10/1,14.9
1931/11/1,14.7
1931/12/1,14.6
1932/1/1,14.3
1932/2/1,14.1
1932/3/1,14
1932/4/1,13.9
1932/5/1,13.7
1932/6/1,13.6
1932/7/1,13.6
1932/8/1,13.5
1932/9/1,13.4
1932/10/1,13.3
1932/11/1,13.2
1932/12/1,13.1
1933/1/1,12.9
1933/2/1,12.7
1933/3/1,12.6
1933/4/1,12.6
1933/5/1,12.6
1933/6/1,12.7
1933/7/1,13.1
1933/8/1,13.2
1933/9/1,13.2
1933/10/1,13.2
1933/11/1,13.2
1933/12/1,13.2
1934/1/1,13.2
1934/2/1,13.3
1934/3/1,13.3
1934/4/1,13.3
1934/5/1,13.3
1934/6/1,13.4
1934/7/1,13.4
1934/8/1,13.4
1934/9/1,13.6
1934/10/1,13.5
1934/11/1,13.5
1934/12/1,13.4
1935/1/1,13.6
1935/2/1,13.7
1935/3/1,13.7
1935/4/1,13.8
1935/5/1,13.8
1935/6/1,13.7
1935/7/1,13.7
1935/8/1,13.7
1935/9/1,13.7
1935/10/1,13.7
1935/11/1,13.8
1935/12/1,13.8
1936/1/1,13.8
1936/2/1,13.8
1936/3/1,13.7
1936/4/1,13.7
1936/5/1,13.7
1936/6/1,13.8
1936/7/1,13.9
1936/8/1,14
1936/9/1,14
1936/10/1,14
1936/11/1,14
1936/12/1,14
1937/1/1,14.1
1937/2/1,14.1
1937/3/1,14.2
1937/4/1,14.3
1937/5/1,14.4
1937/6/1,14.4
1937/7/1,14.5
1937/8/1,14.5
1937/9/1,14.6
1937/10/1,14.6
1937/11/1,14.5
1937/12/1,14.4
1938/1/1,14.2
1938/2/1,14.1
1938/3/1,14.1
1938/4/1,14.2
1938/5/1,14.1
1938/6/1,14.1
1938/7/1,14.1
1938/8/1,14.1
1938/9/1,14.1
1938/10/1,14
1938/11/1,14
1938/12/1,14
1939/1/1,14
1939/2/1,13.9
1939/3/1,13.9
1939/4/1,13.8
1939/5/1,13.8
1939/6/1,13.8
1939/7/1,13.8
1939/8/1,13.8
1939/9/1,14.1
1939/10/1,14
1939/11/1,14
1939/12/1,14
1940/1/1,13.9
1940/2/1,14
1940/3/1,14
1940/4/1,14
1940/5/1,14
1940/6/1,14.1
1940/7/1,14
1940/8/1,14
1940/9/1,14
1940/10/1,14
1940/11/1,14
1940/12/1,14.1
1941/1/1,14.1
1941/2/1,14.1
1941/3/1,14.2
1941/4/1,14.3
1941/5/1,14.4
1941/6/1,14.7
1941/7/1,14.7
1941/8/1,14.9
1941/9/1,15.1
1941/10/1,15.3
1941/11/1,15.4
1941/12/1,15.5
1942/1/1,15.7
1942/2/1,15.8
1942/3/1,16
1942/4/1,16.1
1942/5/1,16.3
1942/6/1,16.3
1942/7/1,16.4
1942/8/1,16.5
1942/9/1,16.5
1942/10/1,16.7
1942/11/1,16.8
1942/12/1,16.9
1943/1/1,16.9
1943/2/1,16.9
1943/3/1,17.2
1943/4/1,17.4
1943/5/1,17.5
1943/6/1,17.5
1943/7/1,17.4
1943/8/1,17.3
1943/9/1,17.4
1943/10/1,17.4
1943/11/1,17.4
1943/12/1,17.4
1944/1/1,17.4
1944/2/1,17.4
1944/3/1,17.4
1944/4/1,17.5
1944/5/1,17.5
1944/6/1,17.6
1944/7/1,17.7
1944/8/1,17.7
1944/9/1,17.7
1944/10/1,17.7
1944/11/1,17.7
1944/12/1,17.8
1945/1/1,17.8
1945/2/1,17.8
1945/3/1,17.8
1945/4/1,17.8
1945/5/1,17.9
1945/6/1,18.1
1945/7/1,18.1
1945/8/1,18.1
1945/9/1,18.1
1945/10/1,18.1
1945/11/1,18.1
1945/12/1,18.2
1946/1/1,18.2
1946/2/1,18.1
1946/3/1,18.3
1946/4/1,18.4
1946/5/1,18.5
1946/6/1,18.7
1946/7/1,19.8
1946/8/1,20.2
1946/9/1,20.4
1946/10/1,20.8
1946/11/1,21.3
1946/12/1,21.5
1947/1/1,21.5
1947/2/1,21.5
1947/3/1,21.9
1947/4/1,21.9
1947/5/1,21.9
1947/6/1,22
1947/7/1,22.2
1947/8/1,22.5
1947/9/1,23
1947/10/1,23
1947/11/1,23.1
1947/12/1,23.4
1948/1/1,23.7
1948/2/1,23.5
1948/3/1,23.4
1948/4/1,23.8
1948/5/1,23.9
1948/6/1,24.1
1948/7/1,24.4
1948/8/1,24.5
1948/9/1,24.5
1948/10/1,24.4
1948/11/1,24.2
1948/12/1,24.1
1949/1/1,24
1949/2/1,23.8
1949/3/1,23.8
1949/4/1,23.9
1949/5/1,23.8
1949/6/1,23.9
1949/7/1,23.7
1949/8/1,23.8
1949/9/1,23.9
1949/10/1,23.7
1949/11/1,23.8
1949/12/1,23.6
1950/1/1,23.5
1950/2/1,23.5
1950/3/1,23.6
1950/4/1,23.6
1950/5/1,23.7
1950/6/1,23.8
1950/7/1,24.1
1950/8/1,24.3
1950/9/1,24.4
1950/10/1,24.6
1950/11/1,24.7
1950/12/1,25
1951/1/1,25.4
1951/2/1,25.7
1951/3/1,25.8
1951/4/1,25.8
1951/5/1,25.9
1951/6/1,25.9
1951/7/1,25.9
1951/8/1,25.9
1951/9/1,26.1
1951/10/1,26.2
1951/11/1,26.4
1951/12/1,26.5
1952/1/1,26.5
1952/2/1,26.3
1952/3/1,26.3
1952/4/1,26.4
1952/5/1,26.4
1952/6/1,26.5
1952/7/1,26.7
1952/8/1,26.7
1952/9/1,26.7
1952/10/1,26.7
1952/11/1,26.7
1952/12/1,26.7
1953/1/1,26.6
1953/2/1,26.5
1953/3/1,26.6
1953/4/1,26.6
1953/5/1,26.7
1953/6/1,26.8
1953/7/1,26.8
1953/8/1,26.9
1953/9/1,26.9
1953/10/1,27
1953/11/1,26.9
1953/12/1,26.9
1954/1/1,26.9
1954/2/1,26.9
1954/3/1,26.9
1954/4/1,26.8
1954/5/1,26.9
1954/6/1,26.9
1954/7/1,26.9
1954/8/1,26.9
1954/9/1,26.8
1954/10/1,26.8
1954/11/1,26.8
1954/12/1,26.7
1955/1/1,26.7
1955/2/1,26.7
1955/3/1,26.7
1955/4/1,26.7
1955/5/1,26.7
1955/6/1,26.7
1955/7/1,26.8
1955/8/1,26.8
1955/9/1,26.9
1955/10/1,26.9
1955/11/1,26.9
1955/12/1,26.8
1956/1/1,26.8
1956/2/1,26.8
1956/3/1,26.8
1956/4/1,26.9
1956/5/1,27
1956/6/1,27.2
1956/7/1,27.4
1956/8/1,27.3
1956/9/1,27.4
1956/10/1,27.5
1956/11/1,27.5
1956/12/1,27.6
1957/1/1,27.6
1957/2/1,27.7
1957/3/1,27.8
1957/4/1,27.9
1957/5/1,28
1957/6/1,28.1
1957/7/1,28.3
1957/8/1,28.3
1957/9/1,28.3
1957/10/1,28.3
1957/11/1,28.4
1957/12/1,28.4
1958/1/1,28.6
1958/2/1,28.6
1958/3/1,28.8
1958/4/1,28.9
1958/5/1,28.9
1958/6/1,28.9
1958/7/1,29
1958/8/1,28.9
1958/9/1,28.9
1958/10/1,28.9
1958/11/1,29
1958/12/1,28.9
1959/1/1,29
1959/2/1,28.9
1959/3/1,28.9
1959/4/1,29
1959/5/1,29
1959/6/1,29.1
1959/7/1,29.2
1959/8/1,29.2
1959/9/1,29.3
1959/10/1,29.4
1959/11/1,29.4
1959/12/1,29.4
1960/1/1,29.3
1960/2/1,29.4
1960/3/1,29.4
1960/4/1,29.5
1960/5/1,29.5
1960/6/1,29.6
1960/7/1,29.6
1960/8/1,29.6
1960/9/1,29.6
1960/10/1,29.8
1960/11/1,29.8
1960/12/1,29.8
1961/1/1,29.8
1961/2/1,29.8
1961/3/1,29.8
1961/4/1,29.8
1961/5/1,29.8
1961/6/1,29.8
1961/7/1,30
1961/8/1,29.9
1961/9/1,30
1961/10/1,30
1961/11/1,30
1961/12/1,30
1962/1/1,30
1962/2/1,30.1
1962/3/1,30.1
1962/4/1,30.2
1962/5/1,30.2
1962/6/1,30.2
1962/7/1,30.3
1962/8/1,30.3
1962/9/1,30.4
1962/10/1,30.4
1962/11/1,30.4
1962/12/1,30.4
1963/1/1,30.4
1963/2/1,30.4
1963/3/1,30.5
1963/4/1,30.5
1963/5/1,30.5
1963/6/1,30.6
1963/7/1,30.7
1963/8/1,30.7
1963/9/1,30.7
1963/10/1,30.8
1963/11/1,30.8
1963/12/1,30.9
1964/1/1,30.9
1964/2/1,30.9
1964/3/1,30.9
1964/4/1,30.9
1964/5/1,30.9
1964/6/1,31
1964/7/1,31.1
1964/8/1,31
1964/9/1,31.1
1964/10/1,31.1
1964/11/1,31.2
1964/12/1,31.2
1965/1/1,31.2
1965/2/1,31.2
1965/3/1,31.3
1965/4/1,31.4
1965/5/1,31.4
1965/6/1,31.6
1965/7/1,31.6
1965/8/1,31.6
1965/9/1,31.6
1965/10/1,31.7
1965/11/1,31.7
1965/12/1,31.8
1966/1/1,31.8
1966/2/1,32
1966/3/1,32.1
1966/4/1,32.3
1966/5/1,32.3
1966/6/1,32.4
1966/7/1,32.5
1966/8/1,32.7
1966/9/1,32.7
1966/10/1,32.9
1966/11/1,32.9
1966/12/1,32.9
1967/1/1,32.9
1967/2/1,32.9
1967/3/1,33
1967/4/1,33.1
1967/5/1,33.2
1967/6/1,33.3
1967/7/1,33.4
1967/8/1,33.5
1967/9/1,33.6
1967/10/1,33.7
1967/11/1,33.8
1967/12/1,33.9
1968/1/1,34.1
1968/2/1,34.2
1968/3/1,34.3
1968/4/1,34.4
1968/5/1,34.5
1968/6/1,34.7
1968/7/1,34.9
1968/8/1,35
1968/9/1,35.1
1968/10/1,35.3
1968/11/1,35.4
1968/12/1,35.5
1969/1/1,35.6
1969/2/1,35.8
1969/3/1,36.1
1969/4/1,36.3
1969/5/1,36.4
1969/6/1,36.6
1969/7/1,36.8
1969/8/1,37
1969/9/1,37.1
1969/10/1,37.3
1969/11/1,37.5
1969/12/1,37.7
1970/1/1,37.8
1970/2/1,38
1970/3/1,38.2
1970/4/1,38.5
1970/5/1,38.6
1970/6/1,38.8
1970/7/1,39
1970/8/1,39
1970/9/1,39.2
1970/10/1,39.4
1970/11/1,39.6
1970/12/1,39.8
1971/1/1,39.8
1971/2/1,39.9
1971/3/1,40
1971/4/1,40.1
1971/5/1,40.3
1971/6/1,40.6
1971/7/1,40.7
1971/8/1,40.8
1971/9/1,40.8
1971/10/1,40.9
1971/11/1,40.9
1971/12/1,41.1
1972/1/1,41.1
1972/2/1,41.3
1972/3/1,41.4
1972/4/1,41.5
1972/5/1,41.6
1972/6/1,41.7
1972/7/1,41.9
1972/8/1,42
1972/9/1,42.1
1972/10/1,42.3
1972/11/1,42.4
1972/12/1,42.5
1973/1/1,42.6
1973/2/1,42.9
1973/3/1,43.3
1973/4/1,43.6
1973/5/1,43.9
1973/6/1,44.2
1973/7/1,44.3
1973/8/1,45.1
1973/9/1,45.2
1973/10/1,45.6
1973/11/1,45.9
1973/12/1,46.2
1974/1/1,46.6
1974/2/1,47.2
1974/3/1,47.8
1974/4/1,48
1974/5/1,48.6
1974/6/1,49
1974/7/1,49.4
1974/8/1,50
1974/9/1,50.6
1974/10/1,51.1
1974/11/1,51.5
1974/12/1,51.9
1975/1/1,52.1
1975/2/1,52.5
1975/3/1,52.7
1975/4/1,52.9
1975/5/1,53.2
1975/6/1,53.6
1975/7/1,54.2
1975/8/1,54.3
1975/9/1,54.6
1975/10/1,54.9
1975/11/1,55.3
1975/12/1,55.5
1976/1/1,55.6
1976/2/1,55.8
1976/3/1,55.9
1976/4/1,56.1
1976/5/1,56.5
1976/6/1,56.8
1976/7/1,57.1
1976/8/1,57.4
1976/9/1,57.6
1976/10/1,57.9
1976/11/1,58
1976/12/1,58.2
1977/1/1,58.5
1977/2/1,59.1
1977/3/1,59.5
1977/4/1,60
1977/5/1,60.3
1977/6/1,60.7
1977/7/1,61
1977/8/1,61.2
1977/9/1,61.4
1977/10/1,61.6
1977/11/1,61.9
1977/12/1,62.1
1978/1/1,62.5
1978/2/1,62.9
1978/3/1,63.4
1978/4/1,63.9
1978/5/1,64.5
1978/6/1,65.2
1978/7/1,65.7
1978/8/1,66
1978/9/1,66.5
1978/10/1,67.1
1978/11/1,67.4
1978/12/1,67.7
1979/1/1,68.3
1979/2/1,69.1
1979/3/1,69.8
1979/4/1,70.6
1979/5/1,71.5
1979/6/1,72.3
1979/7/1,73.1
1979/8/1,73.8
1979/9/1,74.6
1979/10/1,75.2
1979/11/1,75.9
1979/12/1,76.7
1980/1/1,77.8
1980/2/1,78.9
1980/3/1,80.1
1980/4/1,81
1980/5/1,81.8
1980/6/1,82.7
1980/7/1,82.7
1980/8/1,83.3
1980/9/1,84
1980/10/1,84.8
1980/11/1,85.5
1980/12/1,86.3
1981/1/1,87
1981/2/1,87.9
1981/3/1,88.5
1981/4/1,89.1
1981/5/1,89.8
1981/6/1,90.6
1981/7/1,91.6
1981/8/1,92.3
1981/9/1,93.2
1981/10/1,93.4
1981/11/1,93.7
1981/12/1,94
1982/1/1,94.3
1982/2/1,94.6
1982/3/1,94.5
1982/4/1,94.9
1982/5/1,95.8
1982/6/1,97
1982/7/1,97.5
1982/8/1,97.7
1982/9/1,97.9
1982/10/1,98.2
1982/11/1,98
1982/12/1,97.6
1983/1/1,97.8
1983/2/1,97.9
1983/3/1,97.9
1983/4/1,98.6
1983/5/1,99.2
1983/6/1,99.5
1983/7/1,99.9
1983/8/1,100.2
1983/9/1,100.7
1983/10/1,101
1983/11/1,101.2
1983/12/1,101.3
1984/1/1,101.9
1984/2/1,102.4
1984/3/1,102.6
1984/4/1,103.1
1984/5/1,103.4
1984/6/1,103.7
1984/7/1,104.1
1984/8/1,104.5
1984/9/1,105
1984/10/1,105.3
1984/11/1,105.3
1984/12/1,105.3
1985/1/1,105.5
1985/2/1,106
1985/3/1,106.4
1985/4/1,106.9
1985/5/1,107.3
1985/6/1,107.6
1985/7/1,107.8
1985/8/1,108
1985/9/1,108.3
1985/10/1,108.7
1985/11/1,109
1985/12/1,109.3
1986/1/1,109.6
1986/2/1,109.3
1986/3/1,108.8
1986/4/1,108.6
1986/5/1,108.9
1986/6/1,109.5
1986/7/1,109.5
1986/8/1,109.7
1986/9/1,110.2
1986/10/1,110.3
1986/11/1,110.4
1986/12/1,110.5
1987/1/1,111.2
1987/2/1,111.6
1987/3/1,112.1
1987/4/1,112.7
1987/5/1,113.1
1987/6/1,113.5
1987/7/1,113.8
1987/8/1,114.4
1987/9/1,115
1987/10/1,115.3
1987/11/1,115.4
1987/12/1,115.4
1988/1/1,115.7
1988/2/1,116
1988/3/1,116.5
1988/4/1,117.1
1988/5/1,117.5
1988/6/1,118
1988/7/1,118.5
1988/8/1,119
1988/9/1,119.8
1988/10/1,120.2
1988/11/1,120.3
1988/12/1,120.5
1989/1/1,121.1
1989/2/1,121.6
1989/3/1,122.3
1989/4/1,123.1
1989/5/1,123.8
1989/6/1,124.1
1989/7/1,124.4
1989/8/1,124.6
1989/9/1,125
1989/10/1,125.6
1989/11/1,125.9
1989/12/1,126.1
1990/1/1,127.4
1990/2/1,128
1990/3/1,128.7
1990/4/1,128.9
1990/5/1,129.2
1990/6/1,129.9
1990/7/1,130.4
1990/8/1,131.6
1990/9/1,132.7
1990/10/1,133.5
1990/11/1,133.8
1990/12/1,133.8
1991/1/1,134.6
1991/2/1,134.8
1991/3/1,135
1991/4/1,135.2
1991/5/1,135.6
1991/6/1,136
1991/7/1,136.2
1991/8/1,136.6
1991/9/1,137.2
1991/10/1,137.4
1991/11/1,137.8
1991/12/1,137.9
1992/1/1,138.1
1992/2/1,138.6
1992/3/1,139.3
1992/4/1,139.5
1992/5/1,139.7
1992/6/1,140.2
1992/7/1,140.5
1992/8/1,140.9
1992/9/1,141.3
1992/10/1,141.8
1992/11/1,142
1992/12/1,141.9
1993/1/1,142.6
1993/2/1,143.1
1993/3/1,143.6
1993/4/1,144
1993/5/1,144.2
1993/6/1,144.4
1993/7/1,144.4
1993/8/1,144.8
1993/9/1,145.1
1993/10/1,145.7
1993/11/1,145.8
1993/12/1,145.8
1994/1/1,146.2
1994/2/1,146.7
1994/3/1,147.2
1994/4/1,147.4
1994/5/1,147.5
1994/6/1,148
1994/7/1,148.4
1994/8/1,149
1994/9/1,149.4
1994/10/1,149.5
1994/11/1,149.7
1994/12/1,149.7
1995/1/1,150.3
1995/2/1,150.9
1995/3/1,151.4
1995/4/1,151.9
1995/5/1,152.2
1995/6/1,152.5
1995/7/1,152.5
1995/8/1,152.9
1995/9/1,153.2
1995/10/1,153.7
1995/11/1,153.6
1995/12/1,153.5
1996/1/1,154.4
1996/2/1,154.9
1996/3/1,155.7
1996/4/1,156.3
1996/5/1,156.6
1996/6/1,156.7
1996/7/1,157
1996/8/1,157.3
1996/9/1,157.8
1996/10/1,158.3
1996/11/1,158.6
1996/12/1,158.6
1997/1/1,159.1
1997/2/1,159.6
1997/3/1,160
1997/4/1,160.2
1997/5/1,160.1
1997/6/1,160.3
1997/7/1,160.5
1997/8/1,160.8
1997/9/1,161.2
1997/10/1,161.6
1997/11/1,161.5
1997/12/1,161.3
1998/1/1,161.6
1998/2/1,161.9
1998/3/1,162.2
1998/4/1,162.5
1998/5/1,162.8
1998/6/1,163
1998/7/1,163.2
1998/8/1,163.4
1998/9/1,163.6
1998/10/1,164
1998/11/1,164
1998/12/1,163.9
1999/1/1,164.3
1999/2/1,164.5
1999/3/1,165
1999/4/1,166.2
1999/5/1,166.2
1999/6/1,166.2
1999/7/1,166.7
1999/8/1,167.1
1999/9/1,167.9
1999/10/1,168.2
1999/11/1,168.3
1999/12/1,168.3
2000/1/1,168.8
2000/2/1,169.8
2000/3/1,171.2
2000/4/1,171.3
2000/5/1,171.5
2000/6/1,172.4
2000/7/1,172.8
2000/8/1,172.8
2000/9/1,173.7
2000/10/1,174
2000/11/1,174.1
2000/12/1,174
2001/1/1,175.1
2001/2/1,175.8
2001/3/1,176.2
2001/4/1,176.9
2001/5/1,177.7
2001/6/1,178
2001/7/1,177.5
2001/8/1,177.5
2001/9/1,178.3
2001/10/1,177.7
2001/11/1,177.4
2001/12/1,176.7
2002/1/1,177.1
2002/2/1,177.8
2002/3/1,178.8
2002/4/1,179.8
2002/5/1,179.8
2002/6/1,179.9
2002/7/1,180.1
2002/8/1,180.7
2002/9/1,181
2002/10/1,181.3
2002/11/1,181.3
2002/12/1,180.9
2003/1/1,181.7
2003/2/1,183.1
2003/3/1,184.2
2003/4/1,183.8
2003/5/1,183.5
2003/6/1,183.7
2003/7/1,183.9
2003/8/1,184.6
2003/9/1,185.2
2003/10/1,185
2003/11/1,184.5
2003/12/1,184.3
2004/1/1,185.2
2004/2/1,186.2
2004/3/1,187.4
2004/4/1,188
2004/5/1,189.1
2004/6/1,189.7
2004/7/1,189.4
2004/8/1,189.5
2004/9/1,189.9
2004/10/1,190.9
2004/11/1,191
2004/12/1,190.3
2005/1/1,190.7
2005/2/1,191.8
2005/3/1,193.3
2005/4/1,194.6
2005/5/1,194.4
2005/6/1,194.5
2005/7/1,195.4
2005/8/1,196.4
2005/9/1,198.8
2005/10/1,199.2
2005/11/1,197.6
2005/12/1,196.8
2006/1/1,198.3
2006/2/1,198.7
2006/3/1,199.8
2006/4/1,201.5
2006/5/1,202.5
2006/6/1,202.9
2006/7/1,203.5
2006/8/1,203.9
2006/9/1,202.9
2006/10/1,201.8
2006/11/1,201.5
2006/12/1,201.8
2007/1/1,202.416
2007/2/1,203.499
2007/3/1,205.352
2007/4/1,206.686
2007/5/1,207.949
2007/6/1,208.352
2007/7/1,208.299
2007/8/1,207.917
2007/9/1,208.49
2007/10/1,208.936
2007/11/1,210.177
2007/12/1,210.036
2008/1/1,211.08
2008/2/1,211.693
2008/3/1,213.528
2008/4/1,214.823
2008/5/1,216.632
2008/6/1,218.815
2008/7/1,219.964
2008/8/1,219.086
2008/9/1,218.783
2008/10/1,216.573
2008/11/1,212.425
2008/12/1,210.228
2009/1/1,211.143
2009/2/1,212.193
2009/3/1,212.709
2009/4/1,213.24
2009/5/1,213.856
2009/6/1,215.693
2009/7/1,215.351
2009/8/1,215.834
2009/9/1,215.969
2009/10/1,216.177
2009/11/1,216.33
2009/12/1,215.949
2010/1/1,216.687
2010/2/1,216.741
2010/3/1,217.631
2010/4/1,218.009
2010/5/1,218.178
2010/6/1,217.965
2010/7/1,218.011
2010/8/1,218.312
2010/9/1,218.439
2010/10/1,218.711
2010/11/1,218.803
2010/12/1,219.179
2011/1/1,220.223
2011/2/1,221.309
2011/3/1,223.467
2011/4/1,224.906
2011/5/1,225.964
2011/6/1,225.722
2011/7/1,225.922
2011/8/1,226.545
2011/9/1,226.889
2011/10/1,226.421
2011/11/1,226.23
2011/12/1,225.672
2012/1/1,226.665
2012/2/1,227.663
2012/3/1,229.392
2012/4/1,230.085
2012/5/1,229.815
2012/6/1,229.478
2012/7/1,229.104
2012/8/1,230.379
2012/9/1,231.407
2012/10/1,231.317
2012/11/1,230.221
2012/12/1,229.601
2013/1/1,230.28
2013/2/1,232.166
2013/3/1,232.773
2013/4/1,232.531
2013/5/1,232.945
2013/6/1,233.504
2013/7/1,233.596
2013/8/1,233.877
2013/9/1,234.149
2013/10/1,233.546
2013/11/1,233.069
2013/12/1,233.049
2014/1/1,233.916
2014/2/1,234.781
2014/3/1,236.293
2014/4/1,237.072
2014/5/1,237.9
2014/6/1,238.343
2014/7/1,238.25
2014/8/1,237.852
2014/9/1,238.031
2014/10/1,237.433
2014/11/1,236.151
2014/12/1,234.812
2015/1/1,233.707
2015/2/1,234.722
2015/3/1,236.119
2015/4/1,236.599
2015/5/1,237.805
2015/6/1,238.638
2015/7/1,238.654
2015/8/1,238.316
2015/9/1,237.945
2015/10/1,237.838
2015/11/1,237.336
2015/12/1,236.525
2016/1/1,236.916
2016/2/1,237.111
2016/3/1,238.132
2016/4/1,239.261
2016/5/1,240.229
2016/6/1,241.018
2016/7/1,240.628
2016/8/1,240.849
2016/9/1,241.428
2016/10/1,241.729
2016/11/1,241.353
2016/12/1,241.432
2017/1/1,242.839
2017/2/1,243.603
2017/3/1,243.801
2017/4/1,244.524
2017/5/1,244.733
2017/6/1,244.955
2017/7/1,244.786
2017/8/1,245.519
2017/9/1,246.819
2017/10/1,246.663
2017/11/1,246.669
2017/12/1,246.524
2018/1/1,247.867
2018/2/1,248.991
2018/3/1,249.554
2018/4/1,250.546
2018/5/1,251.588
2018/6/1,251.989
2018/7/1,252.006
2018/8/1,252.146
2018/9/1,252.439
2018/10/1,252.885
2018/11/1,252.038
2018/12/1,251.233
2019/1/1,251.712
2019/2/1,252.776
2019/3/1,254.202
2019/4/1,255.548
2019/5/1,256.092
2019/6/1,256.143
2019/7/1,256.571
2019/8/1,256.558
2019/9/1,256.759
2019/10/1,257.346
2019/11/1,257.208
2019/12/1,256.974
2020/1/1,257.971
2020/2/1,258.678
